,importance,feature
252,0.001,PP
226,0.001,NH
96,0.001,FT
153,0.001,IQ
269,0.001,QL
253,0.001,PQ
316,0.001,ST
320,0.001,TA
165,0.001,KG
255,0.001,PS
7,0.001,AI
326,0.001,TH
208,0.001,MK
348,0.001,VK
82,0.001,FD
300,0.001,SA
14,0.001,AR
59,0.001,DY
242,0.001,PD
230,0.001,NM
321,0.001,TC
173,0.001,KQ
91,0.001,FN
313,0.001,SQ
172,0.001,KP
245,0.001,PG
49,0.001,DL
163,0.001,KE
107,0.001,GI
184,0.001,LF
307,0.001,SI
191,0.001,LN
60,0.001,EA
55,0.001,DS
351,0.001,VN
182,0.001,LD
350,0.001,VM
337,0.001,TV
187,0.001,LI
244,0.001,PF
8,0.001,AK
330,0.001,TM
186,0.001,LH
167,0.001,KI
45,0.001,DG
152,0.001,IP
236,0.001,NT
123,0.001,HE
232,0.0,NP
75,0.0,ES
104,0.0,GF
243,0.0,PE
199,0.0,LY
86,0.0,FH
18,0.0,AW
63,0.0,EE
73,0.0,EQ
327,0.0,TI
40,0.0,DA
71,0.0,EN
125,0.0,HG
273,0.0,QQ
346,0.0,VH
281,0.0,RC
160,0.0,KA
97,0.0,FV
109,0.0,GL
64,0.0,EF
263,0.0,QE
180,0.0,LA
127,0.0,HI
207,0.0,MI
183,0.0,LE
146,0.0,IH
72,0.0,EP
70,0.0,EM
193,0.0,LQ
256,0.0,PT
250,0.0,PM
90,0.0,FM
221,0.0,NC
204,0.0,MF
358,0.0,VW
233,0.0,NQ
189,0.0,LL
77,0.0,EV
297,0.0,RV
343,0.0,VE
76,0.0,ET
332,0.0,TP
57,0.0,DV
166,0.0,KH
133,0.0,HQ
275,0.0,QS
360,0.0,WA
126,0.0,HH
359,0.0,VY
271,0.0,QN
195,0.0,LS
62,0.0,ED
205,0.0,MG
13,0.0,AQ
117,0.0,GV
50,0.0,DM
246,0.0,PH
277,0.0,QV
156,0.0,IT
220,0.0,NA
198,0.0,LW
177,0.0,KV
12,0.0,AP
361,0.0,WC
344,0.0,VF
265,0.0,QG
203,0.0,ME
353,0.0,VQ
10,0.0,AM
202,0.0,MD
17,0.0,AV
2,0.0,AD
196,0.0,LT
120,0.0,HA
65,0.0,EG
137,0.0,HV
132,0.0,HP
352,0.0,VP
81,0.0,FC
349,0.0,VL
130,0.0,HM
356,0.0,VT
347,0.0,VI
341,0.0,VC
342,0.0,VD
357,0.0,VV
355,0.0,VS
345,0.0,VG
0,0.0,AA
340,0.0,VA
29,0.0,CL
61,0.0,EC
41,0.0,DC
39,0.0,CY
38,0.0,CW
37,0.0,CV
36,0.0,CT
35,0.0,CS
34,0.0,CR
33,0.0,CQ
32,0.0,CP
31,0.0,CN
30,0.0,CM
28,0.0,CK
78,0.0,EW
27,0.0,CI
26,0.0,CH
25,0.0,CG
24,0.0,CF
23,0.0,CE
22,0.0,CD
21,0.0,CC
20,0.0,CA
16,0.0,AT
11,0.0,AN
6,0.0,AH
5,0.0,AG
67,0.0,EI
100,0.0,GA
325,0.0,TG
210,0.0,MM
270,0.0,QM
267,0.0,QI
261,0.0,QC
260,0.0,QA
257,0.0,PV
241,0.0,PC
240,0.0,PA
218,0.0,MW
217,0.0,MV
216,0.0,MT
215,0.0,MS
212,0.0,MP
209,0.0,ML
101,0.0,GC
201,0.0,MC
1,0.0,AC
197,0.0,LV
181,0.0,LC
170,0.0,KM
157,0.0,IV
141,0.0,IC
140,0.0,IA
129,0.0,HL
121,0.0,HC
110,0.0,GM
105,0.0,GG
200,0.0,MA
